Metro_area,Subregion,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
,Halton,Ontario,-54.0,-21.0,63.0,-53.0,-29.0,11.0
,Halton,Ontario,-49.0,-8.0,43.0,-77.0,-77.0,29.0
,Halton,Ontario,-42.0,2.0,94.0,-71.0,-66.0,25.0
,Halton,Ontario,-40.0,8.0,-11.0,-72.0,-67.0,27.0
,Halton,Ontario,-35.0,26.0,86.0,-73.0,-70.0,26.0
,Halton,Ontario,-82.0,-76.0,56.0,-87.0,-89.0,35.0
,Halton,Ontario,-57.0,-16.0,77.0,-61.0,-31.0,15.0
,Halton,Ontario,-56.0,-20.0,28.0,-59.0,-27.0,12.0
,Halton,Ontario,-49.0,-8.0,14.0,-70.0,-53.0,23.0
,Halton,Ontario,-49.0,-9.0,7.0,-70.0,-53.0,23.0
,Halton,Ontario,-48.0,-12.0,15.0,-72.0,-54.0,24.0
,Halton,Ontario,-49.0,-10.0,31.0,-70.0,-53.0,24.0
,Halton,Ontario,-49.0,-13.0,10.0,-70.0,-51.0,24.0
,Halton,Ontario,-50.0,-6.0,135.0,-56.0,-18.0,13.0
,Halton,Ontario,-53.0,-12.0,56.0,-56.0,-24.0,11.0
,Halton,Ontario,-52.0,-14.0,3.0,-70.0,-52.0,23.0
,Halton,Ontario,-51.0,-12.0,-5.0,-71.0,-53.0,23.0
,Halton,Ontario,-48.0,-8.0,3.0,-71.0,-54.0,23.0
,Halton,Ontario,-58.0,-23.0,2.0,-74.0,-56.0,25.0
,Halton,Ontario,-57.0,-23.0,-20.0,-75.0,-55.0,26.0
,Halton,Ontario,-57.0,-13.0,111.0,-64.0,-24.0,15.0
,Halton,Ontario,-59.0,-23.0,37.0,-67.0,-29.0,12.0
,Halton,Ontario,-56.0,-21.0,6.0,-74.0,-56.0,24.0
,Halton,Ontario,-57.0,-20.0,1.0,-75.0,-57.0,24.0
,Halton,Ontario,-55.0,-22.0,-11.0,-74.0,-57.0,26.0
,Halton,Ontario,-53.0,-15.0,8.0,-72.0,-56.0,25.0
,Halton,Ontario,-54.0,-18.0,-12.0,-72.0,-54.0,25.0
,Halton,Ontario,-54.0,-9.0,70.0,-63.0,-22.0,14.0
,Halton,Ontario,-57.0,-18.0,42.0,-63.0,-26.0,12.0
,Halton,Ontario,-54.0,-15.0,32.0,-74.0,-55.0,23.0
,Halton,Ontario,-65.0,-38.0,-14.0,-76.0,-59.0,26.0
,Halton,Ontario,-51.0,-15.0,16.0,-73.0,-56.0,25.0
,Halton,Ontario,-52.0,-15.0,-8.0,-73.0,-55.0,25.0
,Halton,Ontario,-53.0,-17.0,-9.0,-72.0,-53.0,25.0
,Halton,Ontario,-51.0,-6.0,108.0,-62.0,-19.0,14.0
,Halton,Ontario,-56.0,-17.0,15.0,-65.0,-24.0,12.0
,Halton,Ontario,-54.0,-16.0,-6.0,-76.0,-55.0,24.0
,Halton,Ontario,-53.0,-17.0,10.0,-74.0,-55.0,24.0
,Halton,Ontario,-51.0,-17.0,36.0,-75.0,-55.0,24.0
,Halton,Ontario,-50.0,-13.0,48.0,-73.0,-54.0,24.0
,Halton,Ontario,-54.0,-21.0,-20.0,-72.0,-54.0,25.0
,Halton,Ontario,-53.0,-7.0,37.0,-66.0,-17.0,14.0
,Halton,Ontario,-54.0,-13.0,18.0,-62.0,-22.0,11.0
,Halton,Ontario,-55.0,-19.0,2.0,-74.0,-51.0,22.0
,Halton,Ontario,-52.0,-14.0,16.0,-72.0,-51.0,22.0
,Halton,Ontario,-50.0,-13.0,1.0,-73.0,-51.0,23.0
,Halton,Ontario,-47.0,-7.0,14.0,-71.0,-49.0,23.0
,Halton,Ontario,-51.0,-14.0,-16.0,-71.0,-50.0,24.0
,Halton,Ontario,-55.0,-5.0,12.0,-62.0,-22.0,15.0
,Halton,Ontario,-39.0,14.0,97.0,-55.0,-17.0,9.0
,Halton,Ontario,-71.0,-55.0,106.0,-85.0,-84.0,31.0
,Halton,Ontario,-48.0,-15.0,-23.0,-71.0,-60.0,26.0
,Halton,Ontario,-28.0,8.0,2.0,-64.0,-48.0,21.0
,Halton,Ontario,-37.0,-4.0,-8.0,-64.0,-47.0,22.0
,Halton,Ontario,-35.0,-4.0,-3.0,-61.0,-46.0,22.0
,Halton,Ontario,-22.0,19.0,99.0,-30.0,-8.0,11.0
,Halton,Ontario,-22.0,10.0,83.0,-29.0,-13.0,8.0
,Halton,Ontario,-37.0,-8.0,-13.0,-66.0,-49.0,21.0
,Halton,Ontario,-30.0,-2.0,7.0,-64.0,-47.0,20.0
,Halton,Ontario,-26.0,-6.0,20.0,-65.0,-48.0,21.0
,Halton,Ontario,-25.0,-2.0,31.0,-65.0,-46.0,21.0
,Halton,Ontario,-25.0,-1.0,33.0,-61.0,-44.0,19.0
,Halton,Ontario,-18.0,9.0,106.0,-38.0,-8.0,10.0
,Halton,Ontario,-23.0,-2.0,12.0,-41.0,-13.0,9.0
,Halton,Ontario,-32.0,-10.0,-7.0,-67.0,-47.0,20.0
,Halton,Ontario,-29.0,-5.0,17.0,-66.0,-47.0,20.0
,Halton,Ontario,-23.0,-3.0,47.0,-64.0,-48.0,20.0
,Halton,Ontario,-26.0,-2.0,14.0,-63.0,-46.0,21.0
,Halton,Ontario,-25.0,-3.0,9.0,-60.0,-44.0,20.0
,Peel,Ontario,0.0,4.0,4.0,0.0,1.0,-1.0
,Peel,Ontario,13.0,15.0,23.0,-3.0,-4.0,-4.0
,Peel,Ontario,-19.0,-34.0,31.0,-33.0,-76.0,20.0
,Peel,Ontario,-1.0,17.0,0.0,2.0,1.0,1.0
,Peel,Ontario,1.0,8.0,-2.0,-2.0,1.0,0.0
,Peel,Ontario,3.0,8.0,2.0,-1.0,2.0,0.0
,Peel,Ontario,1.0,1.0,2.0,-2.0,-8.0,2.0
,Peel,Ontario,6.0,9.0,30.0,4.0,9.0,-2.0
,Peel,Ontario,8.0,8.0,48.0,2.0,4.0,-2.0
,Peel,Ontario,1.0,6.0,15.0,-1.0,2.0,0.0
,Peel,Ontario,-1.0,10.0,8.0,1.0,3.0,0.0
,Peel,Ontario,-13.0,-8.0,-14.0,-6.0,-5.0,4.0
,Peel,Ontario,-10.0,-7.0,-11.0,-5.0,-4.0,4.0
,Peel,Ontario,-6.0,-6.0,-3.0,-2.0,0.0,1.0
,Peel,Ontario,4.0,7.0,12.0,5.0,9.0,-1.0
,Peel,Ontario,7.0,11.0,24.0,1.0,5.0,-1.0
,Peel,Ontario,1.0,5.0,3.0,-2.0,3.0,0.0
,Peel,Ontario,-2.0,5.0,-3.0,-2.0,5.0,0.0
,Peel,Ontario,3.0,7.0,4.0,-4.0,3.0,0.0
,Peel,Ontario,4.0,10.0,20.0,-2.0,2.0,0.0
,Peel,Ontario,-5.0,-3.0,-2.0,-7.0,3.0,1.0
,Peel,Ontario,6.0,10.0,40.0,-4.0,9.0,-1.0
,Peel,Ontario,8.0,9.0,100.0,-5.0,5.0,-2.0
,Peel,Ontario,2.0,5.0,48.0,-7.0,2.0,1.0
,Peel,Ontario,-2.0,6.0,6.0,-8.0,3.0,1.0
,Peel,Ontario,2.0,10.0,5.0,-10.0,1.0,1.0
,Peel,Ontario,4.0,40.0,8.0,-12.0,2.0,1.0
,Peel,Ontario,-3.0,50.0,5.0,-20.0,-5.0,3.0
,Peel,Ontario,-14.0,26.0,6.0,-23.0,-1.0,4.0
,Peel,Ontario,-17.0,7.0,39.0,-29.0,-7.0,3.0
,Peel,Ontario,-16.0,24.0,2.0,-39.0,-30.0,12.0
,Peel,Ontario,-30.0,15.0,-4.0,-43.0,-37.0,15.0
,Peel,Ontario,-36.0,0.0,-3.0,-48.0,-43.0,17.0
,Peel,Ontario,-38.0,2.0,0.0,-51.0,-45.0,19.0
,Peel,Ontario,-45.0,-12.0,-16.0,-55.0,-48.0,22.0
,Peel,Ontario,-51.0,-18.0,5.0,-52.0,-32.0,14.0
,Peel,Ontario,-57.0,-30.0,-17.0,-60.0,-37.0,11.0
,Peel,Ontario,-50.0,-14.0,-40.0,-67.0,-54.0,24.0
,Peel,Ontario,-51.0,-12.0,-18.0,-67.0,-56.0,24.0
,Peel,Ontario,-57.0,-26.0,-1.0,-71.0,-61.0,26.0
,Peel,Ontario,-57.0,-24.0,-16.0,-71.0,-61.0,27.0
,Peel,Ontario,-57.0,-26.0,2.0,-72.0,-61.0,27.0
,Peel,Ontario,-64.0,-35.0,-38.0,-73.0,-48.0,18.0
,Peel,Ontario,-63.0,-39.0,-11.0,-77.0,-47.0,13.0
,Peel,Ontario,-57.0,-29.0,-34.0,-76.0,-62.0,27.0
,Peel,Ontario,-56.0,-23.0,-37.0,-74.0,-62.0,26.0
,Peel,Ontario,-54.0,-24.0,-3.0,-74.0,-63.0,26.0
,Peel,Ontario,-55.0,-22.0,-10.0,-74.0,-62.0,27.0
,Peel,Ontario,-58.0,-26.0,-33.0,-74.0,-62.0,29.0
,Peel,Ontario,-63.0,-32.0,-30.0,-72.0,-48.0,18.0
,Peel,Ontario,-64.0,-36.0,-15.0,-76.0,-47.0,13.0
,Peel,Ontario,-57.0,-25.0,-18.0,-76.0,-63.0,27.0
,Peel,Ontario,-58.0,-20.0,-33.0,-74.0,-63.0,27.0
,Peel,Ontario,-54.0,-16.0,-12.0,-74.0,-64.0,27.0
,Peel,Ontario,-47.0,3.0,-28.0,-73.0,-64.0,26.0
,Peel,Ontario,-82.0,-73.0,-51.0,-87.0,-88.0,40.0
,Peel,Ontario,-60.0,-23.0,-29.0,-73.0,-52.0,18.0
,Peel,Ontario,-80.0,-71.0,-32.0,-82.0,-55.0,15.0
,Peel,Ontario,-59.0,-26.0,-46.0,-78.0,-67.0,29.0
,Peel,Ontario,-55.0,-18.0,-40.0,-74.0,-62.0,27.0
,Peel,Ontario,-56.0,-23.0,-38.0,-75.0,-63.0,28.0
,Peel,Ontario,-57.0,-22.0,-38.0,-74.0,-63.0,28.0
,Peel,Ontario,-58.0,-28.0,-35.0,-74.0,-63.0,29.0
,Peel,Ontario,-61.0,-31.0,-22.0,-71.0,-45.0,17.0
,Peel,Ontario,-65.0,-41.0,-41.0,-78.0,-45.0,14.0
,Peel,Ontario,-55.0,-23.0,-17.0,-74.0,-61.0,26.0
,Peel,Ontario,-57.0,-27.0,-48.0,-75.0,-61.0,27.0
,Peel,Ontario,-54.0,-22.0,-30.0,-73.0,-62.0,27.0
,Peel,Ontario,-54.0,-19.0,-34.0,-74.0,-62.0,27.0
,Peel,Ontario,-57.0,-25.0,-27.0,-73.0,-61.0,28.0
,Peel,Ontario,-59.0,-27.0,4.0,-69.0,-44.0,16.0
,Peel,Ontario,-63.0,-38.0,-46.0,-77.0,-44.0,14.0
,Peel,Ontario,-53.0,-20.0,4.0,-72.0,-61.0,25.0
,Peel,Ontario,-53.0,-18.0,-16.0,-71.0,-61.0,26.0
,Peel,Ontario,-53.0,-23.0,-31.0,-74.0,-61.0,27.0
,Peel,Ontario,-51.0,-17.0,-21.0,-74.0,-61.0,26.0
,Peel,Ontario,-51.0,-19.0,5.0,-72.0,-60.0,27.0
,Peel,Ontario,-57.0,-26.0,-17.0,-72.0,-41.0,16.0
,Peel,Ontario,-53.0,-26.0,46.0,-72.0,-37.0,11.0
,Peel,Ontario,-49.0,-19.0,-12.0,-73.0,-59.0,25.0
,Peel,Ontario,-48.0,-15.0,-9.0,-72.0,-58.0,25.0
,Peel,Ontario,-47.0,-15.0,9.0,-71.0,-59.0,25.0
,Peel,Ontario,-50.0,-13.0,-15.0,-72.0,-59.0,25.0
,Peel,Ontario,-51.0,-18.0,-27.0,-73.0,-58.0,27.0
,Peel,Ontario,-53.0,-18.0,-35.0,-72.0,-37.0,16.0
,Peel,Ontario,-48.0,-20.0,-20.0,-75.0,-34.0,11.0
,Peel,Ontario,-51.0,-23.0,-26.0,-74.0,-58.0,25.0
,Peel,Ontario,-48.0,-15.0,-16.0,-71.0,-57.0,24.0
,Peel,Ontario,-44.0,-13.0,20.0,-70.0,-57.0,24.0
,Peel,Ontario,-46.0,-16.0,-27.0,-72.0,-58.0,25.0
,Peel,Ontario,-46.0,-15.0,-9.0,-72.0,-58.0,26.0
,Peel,Ontario,-46.0,-16.0,52.0,-66.0,-36.0,12.0
,Peel,Ontario,-45.0,-17.0,4.0,-75.0,-35.0,10.0
,Peel,Ontario,-70.0,-56.0,-48.0,-85.0,-85.0,35.0
,Peel,Ontario,-38.0,1.0,2.0,-69.0,-55.0,22.0
,Peel,Ontario,-36.0,0.0,42.0,-66.0,-55.0,22.0
,Peel,Ontario,-37.0,0.0,42.0,-67.0,-55.0,22.0
,Peel,Ontario,-40.0,-9.0,35.0,-67.0,-53.0,23.0
,Peel,Ontario,-41.0,-10.0,55.0,-63.0,-27.0,11.0
,Peel,Ontario,-40.0,-17.0,66.0,-67.0,-26.0,7.0
,Peel,Ontario,-35.0,-8.0,31.0,-68.0,-55.0,21.0
,Peel,Ontario,-35.0,-6.0,27.0,-66.0,-52.0,20.0
,Peel,Ontario,-34.0,-5.0,32.0,-67.0,-53.0,21.0
,Peel,Ontario,-39.0,-9.0,-12.0,-68.0,-52.0,22.0
,Peel,Ontario,-40.0,-13.0,-3.0,-68.0,-51.0,23.0
,Peel,Ontario,-40.0,-12.0,37.0,-61.0,-18.0,10.0
,Peel,Ontario,-39.0,-15.0,52.0,-67.0,-16.0,7.0
,Peel,Ontario,-33.0,-5.0,54.0,-65.0,-50.0,20.0
,Peel,Ontario,-35.0,-5.0,35.0,-64.0,-49.0,20.0
,Peel,Ontario,-34.0,-6.0,51.0,-65.0,-51.0,21.0
,Peel,Ontario,-32.0,-3.0,57.0,-64.0,-50.0,20.0
,Peel,Ontario,-36.0,-12.0,29.0,-66.0,-50.0,21.0
,Peel,Ontario,-36.0,-11.0,88.0,-60.0,-18.0,9.0
,Peel,Ontario,-34.0,-15.0,105.0,-66.0,-16.0,6.0
,Peel,Ontario,-31.0,-9.0,64.0,-65.0,-49.0,19.0
,Peel,Ontario,-32.0,-7.0,55.0,-64.0,-48.0,19.0
,Peel,Ontario,-32.0,-8.0,36.0,-66.0,-50.0,20.0
,Peel,Ontario,-29.0,-3.0,71.0,-63.0,-48.0,19.0
,Peel,Ontario,-31.0,-9.0,61.0,-63.0,-47.0,19.0
,Peel,Ontario,-32.0,-11.0,102.0,-58.0,-12.0,8.0
,Peel,Ontario,-31.0,-15.0,120.0,-64.0,-12.0,5.0
,Peel,Ontario,-28.0,-7.0,79.0,-63.0,-48.0,18.0
,Peel,Ontario,-28.0,-3.0,80.0,-60.0,-47.0,18.0
,Peel,Ontario,-28.0,-6.0,85.0,-62.0,-48.0,18.0
,Peel,Ontario,-27.0,0.0,87.0,-62.0,-47.0,18.0
,Peel,Ontario,-30.0,-6.0,80.0,-62.0,-47.0,17.0
,Peel,Ontario,-32.0,-7.0,98.0,-58.0,-10.0,6.0
,Peel,Ontario,-31.0,-11.0,108.0,-64.0,-7.0,4.0
,Peel,Ontario,-30.0,-9.0,60.0,-63.0,-49.0,18.0
,Peel,Ontario,-31.0,-7.0,37.0,-62.0,-48.0,19.0
,Peel,Ontario,-24.0,-1.0,83.0,-61.0,-47.0,17.0
,Peel,Ontario,-24.0,1.0,91.0,-60.0,-46.0,17.0
,Peel,Ontario,-26.0,-5.0,93.0,-59.0,-46.0,16.0
,Peel,Ontario,-29.0,-8.0,102.0,-54.0,-10.0,6.0
,Peel,Ontario,-27.0,-11.0,141.0,-61.0,-4.0,3.0
,Peel,Ontario,-20.0,-1.0,87.0,-62.0,-47.0,16.0
,Peel,Ontario,-9.0,24.0,99.0,-57.0,-46.0,14.0
,Peel,Ontario,-48.0,-41.0,196.0,-69.0,-74.0,22.0
,Peel,Ontario,-18.0,9.0,79.0,-61.0,-49.0,16.0
,Peel,Ontario,-23.0,0.0,89.0,-62.0,-52.0,17.0
,Peel,Ontario,-28.0,-10.0,119.0,-58.0,-12.0,5.0
,Peel,Ontario,-26.0,-14.0,125.0,-61.0,-9.0,3.0
,Peel,Ontario,-21.0,-4.0,87.0,-62.0,-48.0,16.0
,Peel,Ontario,-22.0,-2.0,82.0,-60.0,-46.0,16.0
,Peel,Ontario,-21.0,-3.0,75.0,-62.0,-47.0,16.0
,Peel,Ontario,-20.0,0.0,75.0,-60.0,-46.0,16.0
,Peel,Ontario,-24.0,-7.0,61.0,-61.0,-45.0,16.0
,Peel,Ontario,-27.0,-8.0,66.0,-58.0,-8.0,7.0
,Peel,Ontario,-24.0,-11.0,144.0,-61.0,-7.0,3.0
,Peel,Ontario,-21.0,-6.0,88.0,-62.0,-46.0,16.0
,Peel,Ontario,-21.0,-2.0,99.0,-61.0,-46.0,15.0
,Peel,Ontario,-20.0,-2.0,105.0,-62.0,-46.0,15.0
,Peel,Ontario,-22.0,0.0,33.0,-62.0,-45.0,17.0
,Peel,Ontario,-22.0,-2.0,95.0,-61.0,-44.0,15.0
,Peel,Ontario,-26.0,-9.0,118.0,-56.0,-7.0,4.0
,Peel,Ontario,-29.0,-14.0,78.0,-63.0,-10.0,4.0
,Peel,Ontario,-20.0,0.0,106.0,-62.0,-45.0,15.0
,Peel,Ontario,-20.0,1.0,101.0,-61.0,-44.0,15.0
,Peel,Ontario,-23.0,-5.0,33.0,-63.0,-46.0,17.0
,Peel,Ontario,-19.0,4.0,101.0,-61.0,-44.0,15.0
,Peel,Ontario,-22.0,-3.0,97.0,-60.0,-43.0,14.0
,Peel,Ontario,-25.0,-8.0,131.0,-56.0,-7.0,4.0
,Peel,Ontario,-23.0,-10.0,128.0,-61.0,-7.0,2.0
,Peel,Ontario,-23.0,-3.0,71.0,-63.0,-47.0,16.0
,Peel,Ontario,-20.0,3.0,95.0,-60.0,-44.0,15.0
,Peel,Ontario,-18.0,3.0,93.0,-60.0,-46.0,15.0
,Peel,Ontario,-15.0,11.0,97.0,-57.0,-45.0,14.0
,Peel,Ontario,-17.0,3.0,109.0,-57.0,-46.0,13.0
,Peel,Ontario,-25.0,-8.0,123.0,-52.0,-11.0,2.0
,Peel,Ontario,-19.0,-4.0,55.0,-60.0,-15.0,3.0
,Peel,Ontario,-33.0,-20.0,85.0,-71.0,-77.0,22.0
,Peel,Ontario,-21.0,2.0,23.0,-60.0,-46.0,16.0
,Peel,Ontario,-14.0,5.0,115.0,-58.0,-46.0,14.0
,Peel,Ontario,-15.0,5.0,109.0,-58.0,-45.0,14.0
,Peel,Ontario,-20.0,-4.0,103.0,-57.0,-44.0,13.0
,Peel,Ontario,-22.0,-8.0,141.0,-51.0,-6.0,2.0
,Peel,Ontario,-20.0,-10.0,131.0,-56.0,-7.0,1.0
,Peel,Ontario,-17.0,-3.0,93.0,-60.0,-46.0,14.0
,Peel,Ontario,-18.0,3.0,92.0,-59.0,-44.0,14.0
,Peel,Ontario,-16.0,1.0,109.0,-58.0,-45.0,14.0
,Peel,Ontario,-16.0,3.0,103.0,-58.0,-44.0,14.0
,Peel,Ontario,-19.0,-4.0,101.0,-57.0,-44.0,13.0
,Peel,Ontario,-21.0,-8.0,139.0,-50.0,-8.0,1.0
,Peel,Ontario,-20.0,-8.0,104.0,-55.0,-8.0,2.0
,Peel,Ontario,-19.0,-5.0,67.0,-60.0,-46.0,14.0
,Peel,Ontario,-17.0,0.0,92.0,-58.0,-43.0,13.0
,Peel,Ontario,-16.0,-1.0,105.0,-58.0,-44.0,14.0
,Peel,Ontario,-14.0,2.0,101.0,-57.0,-43.0,13.0
,Peel,Ontario,-19.0,-5.0,89.0,-57.0,-43.0,13.0
,Peel,Ontario,-21.0,-10.0,126.0,-52.0,-6.0,1.0
,Peel,Ontario,-20.0,-11.0,111.0,-56.0,-6.0,0.0
,Peel,Ontario,-18.0,-6.0,87.0,-59.0,-45.0,14.0
,Peel,Ontario,-16.0,0.0,98.0,-57.0,-43.0,13.0
,Peel,Ontario,-17.0,-4.0,50.0,-59.0,-44.0,14.0
,Peel,Ontario,-14.0,2.0,84.0,-56.0,-43.0,13.0
,Peel,Ontario,-18.0,-6.0,71.0,-55.0,-43.0,13.0
,Peel,Ontario,-19.0,-5.0,100.0,-52.0,-5.0,2.0
,Peel,Ontario,-16.0,-8.0,139.0,-53.0,-6.0,0.0
,Peel,Ontario,-15.0,-2.0,96.0,-56.0,-45.0,13.0
,Peel,Ontario,-15.0,1.0,85.0,-55.0,-43.0,13.0
,Peel,Ontario,-15.0,-1.0,71.0,-57.0,-44.0,13.0
,Peel,Ontario,-13.0,2.0,88.0,-54.0,-43.0,12.0
,Peel,Ontario,-14.0,-1.0,81.0,-54.0,-44.0,12.0
,Peel,Ontario,-20.0,-6.0,90.0,-53.0,-10.0,1.0
,Peel,Ontario,-10.0,-3.0,140.0,-55.0,-12.0,-2.0
,Peel,Ontario,-43.0,-41.0,78.0,-71.0,-82.0,23.0
,Peel,Ontario,-13.0,9.0,32.0,-55.0,-45.0,13.0
,Peel,Ontario,-17.0,-2.0,45.0,-57.0,-44.0,13.0
,Peel,Ontario,-15.0,2.0,56.0,-56.0,-43.0,13.0
,Peel,Ontario,-17.0,-6.0,70.0,-55.0,-41.0,12.0
,Peel,Ontario,-16.0,-4.0,120.0,-49.0,-2.0,3.0
,Peel,Ontario,-16.0,-7.0,95.0,-55.0,-6.0,3.0
,Peel,Ontario,-18.0,-6.0,65.0,-57.0,-41.0,14.0
,Peel,Ontario,-17.0,-3.0,63.0,-56.0,-39.0,13.0
,Peel,Ontario,-17.0,-4.0,77.0,-57.0,-41.0,13.0
,Peel,Ontario,-16.0,-2.0,66.0,-55.0,-40.0,13.0
,Peel,Ontario,-18.0,-8.0,46.0,-55.0,-39.0,13.0
,Peel,Ontario,-17.0,-5.0,83.0,-52.0,-2.0,4.0
,Peel,Ontario,-16.0,-7.0,99.0,-56.0,-4.0,2.0
,Peel,Ontario,-20.0,-8.0,56.0,-58.0,-42.0,14.0
,Peel,Ontario,-20.0,-4.0,55.0,-57.0,-40.0,13.0
,Peel,Ontario,-20.0,-4.0,68.0,-59.0,-40.0,14.0
,Peel,Ontario,-19.0,-3.0,42.0,-58.0,-40.0,14.0
,Peel,Ontario,-20.0,-8.0,57.0,-57.0,-39.0,13.0
,Peel,Ontario,-18.0,-5.0,106.0,-53.0,1.0,3.0
,Peel,Ontario,-16.0,-7.0,110.0,-57.0,-3.0,2.0
,Peel,Ontario,-23.0,-8.0,43.0,-59.0,-41.0,14.0
,Peel,Ontario,-21.0,-3.0,35.0,-58.0,-39.0,14.0
,Peel,Ontario,-21.0,-5.0,9.0,-59.0,-40.0,14.0
,Peel,Ontario,-18.0,2.0,28.0,-57.0,-38.0,14.0
,Peel,Ontario,-21.0,-8.0,13.0,-57.0,-38.0,14.0
,Peel,Ontario,-19.0,-6.0,59.0,-53.0,-2.0,5.0
,Peel,Ontario,-22.0,-10.0,-14.0,-60.0,-8.0,5.0
,Peel,Ontario,-21.0,-6.0,34.0,-59.0,-41.0,14.0
,Peel,Ontario,-21.0,-2.0,39.0,-58.0,-39.0,14.0
,Peel,Ontario,-22.0,-5.0,14.0,-61.0,-40.0,15.0
,Peel,Ontario,-19.0,2.0,24.0,-57.0,-39.0,14.0
,Peel,Ontario,-18.0,3.0,46.0,-55.0,-39.0,13.0
,Peel,Ontario,-24.0,-1.0,70.0,-53.0,-5.0,5.0
,Peel,Ontario,-22.0,0.0,51.0,-60.0,-11.0,3.0
,Peel,Ontario,-57.0,-47.0,65.0,-74.0,-82.0,27.0
,Peel,Ontario,-24.0,1.0,46.0,-57.0,-40.0,14.0
,Peel,Ontario,-25.0,-5.0,35.0,-59.0,-40.0,15.0
,Peel,Ontario,-27.0,-8.0,-20.0,-60.0,-40.0,16.0
,Peel,Ontario,-24.0,-6.0,28.0,-57.0,-38.0,15.0
,Peel,Ontario,-23.0,-4.0,75.0,-53.0,-2.0,6.0
,Peel,Ontario,-26.0,-9.0,27.0,-59.0,-9.0,6.0
,Peel,Ontario,-28.0,-12.0,-12.0,-61.0,-42.0,16.0
,Peel,Ontario,-25.0,-3.0,15.0,-59.0,-39.0,15.0
,Peel,Ontario,-26.0,-6.0,11.0,-61.0,-40.0,16.0
,Peel,Ontario,-25.0,-3.0,4.0,-58.0,-39.0,16.0
,Peel,Ontario,-26.0,-9.0,60.0,-56.0,-38.0,15.0
,Peel,Ontario,-24.0,-4.0,30.0,-54.0,-3.0,7.0
,Peel,Ontario,-24.0,-8.0,20.0,-58.0,-9.0,5.0
,Peel,Ontario,-27.0,-10.0,2.0,-60.0,-41.0,16.0
,Peel,Ontario,-29.0,-9.0,-16.0,-60.0,-39.0,15.0
,Peel,Ontario,-24.0,-4.0,21.0,-58.0,-39.0,15.0
,Peel,Ontario,-24.0,-3.0,-10.0,-59.0,-39.0,15.0
,Peel,Ontario,-25.0,-7.0,-11.0,-57.0,-38.0,15.0
,Peel,Ontario,-22.0,-2.0,23.0,-52.0,-2.0,6.0
,Peel,Ontario,-27.0,-9.0,-26.0,-59.0,-11.0,6.0
,Peel,Ontario,-28.0,-11.0,-21.0,-60.0,-41.0,16.0
,Peel,Ontario,-27.0,-6.0,-13.0,-60.0,-39.0,16.0
,Peel,Ontario,-26.0,-8.0,31.0,-59.0,-39.0,15.0
,Peel,Ontario,-25.0,-6.0,18.0,-58.0,-38.0,15.0
,Peel,Ontario,-25.0,-9.0,39.0,-57.0,-38.0,15.0
,Peel,Ontario,-20.0,-5.0,86.0,-51.0,-1.0,5.0
,Peel,Ontario,-19.0,-8.0,97.0,-56.0,-6.0,4.0
,Peel,Ontario,-26.0,-11.0,33.0,-60.0,-40.0,15.0
,Peel,Ontario,-24.0,-4.0,46.0,-58.0,-38.0,15.0
,Peel,Ontario,-23.0,-3.0,16.0,-61.0,-41.0,16.0
,Peel,Ontario,-23.0,-1.0,8.0,-60.0,-39.0,16.0
,Peel,Ontario,-23.0,-5.0,-9.0,-60.0,-40.0,17.0
,Peel,Ontario,-23.0,-1.0,22.0,-54.0,-7.0,8.0
,Peel,Ontario,-34.0,-21.0,-40.0,-65.0,-14.0,8.0
,Peel,Ontario,-29.0,-13.0,-20.0,-63.0,-43.0,17.0
,Peel,Ontario,-30.0,-11.0,-25.0,-62.0,-40.0,17.0
,Peel,Ontario,-28.0,-11.0,-22.0,-64.0,-40.0,17.0
,Peel,Ontario,-24.0,-5.0,-8.0,-61.0,-40.0,16.0
,Peel,Ontario,-23.0,-5.0,22.0,-59.0,-39.0,16.0
,Peel,Ontario,-20.0,0.0,0.0,-55.0,-2.0,7.0
,Peel,Ontario,-35.0,-26.0,-39.0,-64.0,-13.0,8.0
,Peel,Ontario,-40.0,-21.0,-29.0,-66.0,-44.0,19.0
,Peel,Ontario,-38.0,-15.0,-28.0,-65.0,-42.0,18.0
,Peel,Ontario,-37.0,-18.0,-32.0,-66.0,-42.0,18.0
,Peel,Ontario,-32.0,-8.0,-13.0,-64.0,-42.0,17.0
,Peel,Ontario,-33.0,-14.0,-12.0,-62.0,-41.0,18.0
,Peel,Ontario,-35.0,-13.0,13.0,-58.0,-8.0,9.0
,Peel,Ontario,-36.0,-17.0,28.0,-63.0,-15.0,7.0
,Peel,Ontario,-36.0,-19.0,-42.0,-66.0,-44.0,18.0
,Peel,Ontario,-43.0,-24.0,-37.0,-65.0,-45.0,20.0
,Peel,Ontario,-34.0,-11.0,-20.0,-64.0,-42.0,18.0
,Peel,Ontario,-33.0,-7.0,-21.0,-63.0,-41.0,18.0
,Peel,Ontario,-36.0,-17.0,-28.0,-63.0,-41.0,19.0
,Peel,Ontario,-35.0,-12.0,-15.0,-58.0,-8.0,10.0
,Peel,Ontario,-38.0,-17.0,-5.0,-64.0,-16.0,8.0
,Peel,Ontario,-36.0,-17.0,-24.0,-65.0,-44.0,18.0
,Peel,Ontario,-35.0,-12.0,-22.0,-64.0,-41.0,17.0
